id,Дата,UserID,Продукт,Количество,Цена
590,2023-10-08,2821,Tablet,0,37.05
591,2023-09-16,8559,Smartphone,4,67.98
592,2023-08-10,4207,Laptop,8,69.13
593,2023-10-28,9663,Smartwatch,9,24.59
594,2024-02-06,6198,Smartwatch,7,44.84
595,2023-10-13,5882,Laptop,1,45.99
596,2023-12-03,5894,Headphones,0,55.73
597,2024-04-26,6769,Headphones,9,31.96
598,2024-06-22,5874,Smartwatch,5,25.74
599,2023-09-17,8954,Smartphone,6,10.85
600,2023-09-23,9916,Smartwatch,6,27.06
601,2023-10-24,3835,Headphones,3,2.05
602,2023-12-12,7789,Smartphone,0,27.57
603,2023-07-21,1490,Tablet,4,82.77
604,2024-04-03,3270,Smartwatch,5,96.73
605,2023-09-19,8657,Laptop,8,53.97
606,2024-04-28,4528,Smartwatch,6,65.35
607,2024-01-19,3953,Laptop,8,52.43
608,2023-09-25,2843,Smartwatch,8,0.04
609,2023-07-19,2002,Smartphone,4,69.6
610,2023-12-13,8315,Tablet,4,88.45
611,2024-05-30,4028,Smartwatch,3,69.41
612,2023-08-25,5699,Headphones,4,42.81
613,2023-12-12,7144,Tablet,7,54.38
614,2024-05-28,9785,Smartphone,0,91.56
615,2024-06-03,5729,Headphones,1,7.58
616,2024-04-29,9227,Smartwatch,2,17.08
617,2024-03-29,6122,Smartphone,5,61.41
618,2024-01-12,5814,Tablet,9,7.16
619,2024-03-24,1206,Smartwatch,7,85.53
620,2023-10-16,2242,Smartwatch,0,15.19
621,2024-04-10,2367,Laptop,7,6.69
622,2024-05-31,3193,Smartwatch,3,0.99
623,2024-07-15,1651,Smartwatch,8,31.96
624,2024-03-03,4602,Smartwatch,2,91.62
625,2023-08-22,4205,Laptop,1,49.4
626,2024-05-16,4089,Smartphone,4,75.28
627,2024-02-29,9696,Headphones,2,55.21
628,2023-12-16,8183,Smartwatch,7,22.2
629,2024-04-28,4804,Headphones,2,27.95
630,2024-05-07,6940,Smartphone,6,45.75
631,2024-01-11,5632,Smartphone,9,47.07
632,2024-04-16,3694,Headphones,6,35.3
633,2023-11-07,5477,Smartwatch,1,85.38
634,2023-08-03,8198,Headphones,7,34.65
635,2023-08-12,9986,Smartwatch,3,90.35
636,2023-07-21,6073,Smartwatch,6,91.42
637,2023-12-04,6725,Tablet,5,14.68
638,2023-08-04,3460,Tablet,1,63.88
639,2024-02-28,7422,Tablet,3,90.19
640,2023-08-19,7500,Smartphone,7,36.29
641,2023-11-23,1708,Laptop,5,6.21
642,2024-01-18,7149,Smartphone,4,85.1
643,2024-03-05,1617,Smartphone,8,0.38
644,2023-10-23,7529,Smartwatch,8,72.63
645,2024-05-06,3480,Tablet,6,33.57
646,2024-06-08,6025,Laptop,5,14.88
647,2024-01-03,7203,Smartphone,7,40.86
648,2024-06-26,4810,Smartphone,5,81.98
649,2024-03-09,2708,Smartphone,3,43.56
650,2023-12-26,3206,Smartphone,6,30.87
651,2024-06-12,9815,Headphones,1,56.73
652,2023-12-15,7538,Smartphone,6,48.39
653,2023-12-02,9849,Laptop,4,4.62
654,2024-05-06,4405,Smartphone,8,86.4
655,2023-08-08,4367,Smartwatch,2,23.05
656,2024-05-15,6220,Laptop,7,60.29
657,2024-05-26,4278,Smartwatch,4,98.31
658,2023-12-17,8226,Smartwatch,6,89.42
659,2023-07-21,9851,Laptop,1,64.58
660,2023-07-21,4614,Smartphone,0,73.66
661,2024-01-21,3919,Laptop,4,56.92
662,2024-06-23,3657,Tablet,1,24.28
663,2024-07-15,8807,Laptop,7,92.57
664,2023-11-12,2621,Smartwatch,4,21.99
665,2024-01-28,7354,Smartwatch,5,0.01
666,2023-08-04,6984,Headphones,8,43.85
667,2023-07-21,2981,Laptop,9,18.51
668,2024-04-03,3327,Headphones,3,22.52
669,2023-09-18,2022,Laptop,3,95.79
670,2023-10-19,3173,Smartwatch,3,40.32
671,2024-02-15,9331,Tablet,0,52.93
672,2023-12-07,8709,Smartphone,3,32.8
673,2023-10-01,6414,Tablet,7,54.04
674,2023-11-10,2201,Laptop,7,60.61
675,2023-12-01,8809,Laptop,2,94.12
676,2023-09-09,7536,Tablet,1,10.47
677,2024-06-08,8311,Smartphone,0,71.13
678,2023-11-11,7135,Smartwatch,2,41.29
679,2024-05-24,4117,Tablet,6,87.19
680,2023-10-09,3390,Headphones,9,43.31
681,2023-08-23,5849,Smartphone,5,52.38
682,2023-09-18,5725,Smartwatch,7,93.13
683,2023-09-23,1047,Headphones,6,87.53
684,2023-09-05,3319,Headphones,0,23.15
685,2023-11-08,8498,Smartphone,2,73.82
686,2024-02-09,1174,Tablet,9,96.27
687,2024-01-09,3902,Laptop,5,24.34
688,2023-09-03,9010,Smartphone,5,45.69
689,2024-04-22,6015,Headphones,8,46.62
690,2023-10-27,7512,Headphones,3,76.03
691,2023-09-01,9711,Headphones,1,22.01
692,2024-04-23,7310,Tablet,4,98.68
693,2024-07-15,2141,Smartphone,9,32.1
694,2024-06-14,9603,Smartwatch,0,74.68
695,2024-01-06,3505,Laptop,1,52.25
696,2023-10-01,8211,Tablet,7,66.76
697,2024-03-26,3145,Smartphone,7,10.63
698,2023-09-26,8736,Laptop,1,90.15
699,2023-08-23,4113,Smartwatch,9,3.29
700,2023-07-30,3703,Laptop,2,82.55
701,2024-02-12,2271,Headphones,3,16.98
702,2024-05-02,3239,Tablet,6,52.92
703,2023-11-15,7757,Headphones,9,31.95
704,2023-07-19,1237,Headphones,5,81.64
705,2023-10-18,4719,Tablet,1,10.73
706,2024-05-14,9751,Laptop,0,44.9
707,2023-08-20,2751,Tablet,3,11.03
708,2024-02-10,8200,Tablet,2,96.1
709,2024-02-26,3156,Laptop,5,16.58
710,2024-03-30,1835,Headphones,4,33.92
711,2023-11-02,5262,Tablet,8,78.68
712,2023-09-25,5079,Smartphone,8,84.95
713,2024-02-20,3462,Smartphone,0,6.21
714,2024-05-30,5212,Laptop,4,4.16
715,2023-07-23,5837,Tablet,0,16.85
716,2024-05-17,3413,Smartphone,7,73.87
717,2024-04-07,7455,Laptop,9,17.49
718,2023-08-16,3338,Tablet,4,73.75
719,2023-12-04,2738,Tablet,4,19.81
720,2024-01-29,1445,Laptop,4,83.91
721,2023-11-05,7652,Smartwatch,3,30.63
722,2024-05-04,7573,Smartphone,5,97.48
723,2024-01-18,4110,Smartwatch,3,16.96
724,2023-11-19,6550,Headphones,3,35.55
725,2024-02-28,7300,Laptop,8,58.15
726,2023-11-04,9077,Headphones,8,63.68
727,2023-09-23,7435,Smartphone,0,53.5
728,2023-12-15,2329,Headphones,7,16.11
729,2023-12-09,8474,Smartwatch,9,73.16
730,2023-11-21,8282,Headphones,3,6.39
731,2024-03-09,9358,Headphones,6,80.5
732,2024-04-01,7999,Tablet,0,65.93
733,2024-06-25,7466,Headphones,2,3.41
734,2024-04-08,3302,Smartphone,7,65.77
735,2023-08-20,6352,Smartwatch,6,45.32
736,2024-04-03,9001,Tablet,1,23.15
737,2024-05-26,6640,Tablet,7,10.95
738,2023-07-25,1176,Smartwatch,0,45.9
739,2023-07-18,9852,Laptop,3,30.15
740,2023-11-21,8924,Smartwatch,4,42.15
741,2024-03-26,5833,Tablet,7,10.83
742,2024-02-12,6695,Laptop,9,79.5
743,2024-02-07,3720,Headphones,5,37.27
744,2023-11-03,3341,Laptop,3,90.82
745,2023-08-26,7645,Laptop,6,79.37
746,2024-04-28,3248,Laptop,9,44.72
747,2024-05-09,2661,Laptop,4,92.97
748,2023-08-17,3065,Headphones,1,74.63
749,2024-01-27,8671,Tablet,9,23.87
750,2024-07-11,9470,Tablet,0,64.28
751,2023-11-11,2917,Smartphone,0,70.23
752,2024-02-29,2220,Headphones,7,83.89
753,2023-11-29,3108,Laptop,7,84.66
754,2023-09-27,9382,Smartwatch,8,91.5
755,2023-09-10,6886,Tablet,7,80.94
756,2024-03-28,7545,Smartphone,5,36.51
757,2024-03-16,3741,Tablet,7,86.38
758,2024-04-22,5734,Smartwatch,0,80.94
759,2024-01-22,9217,Headphones,5,26.13
760,2023-11-20,9466,Smartphone,7,72.39
761,2024-02-11,7438,Headphones,1,35.38
762,2023-12-31,5531,Tablet,2,22.35
763,2024-06-14,4010,Smartwatch,6,77.81
764,2024-03-18,7292,Tablet,7,92.77
765,2023-07-27,5658,Smartphone,4,78.22
766,2023-08-13,1596,Headphones,2,5.77
767,2024-07-07,6536,Tablet,6,97.45
768,2023-12-25,1330,Smartwatch,4,77.7
769,2023-08-14,5626,Smartphone,1,75.81
770,2024-02-20,9300,Headphones,2,29.14
771,2024-05-06,7385,Tablet,5,47.94
772,2023-09-27,5968,Laptop,5,54.37
773,2024-01-30,8918,Smartphone,2,24.08
774,2024-05-11,2991,Smartwatch,2,39.04
775,2023-09-17,8804,Smartphone,8,22.35
776,2024-02-12,3240,Smartwatch,9,46.21
777,2023-10-02,1011,Headphones,1,70.33
778,2024-07-05,4483,Tablet,0,29.76
779,2023-12-22,4249,Headphones,7,67.86
780,2024-01-04,3183,Laptop,2,6.69
781,2024-07-08,8492,Smartphone,1,28.39
782,2024-05-29,4535,Smartwatch,9,18.36
783,2024-02-03,9674,Headphones,3,12.66
784,2024-05-10,9515,Smartwatch,6,97.65
785,2023-08-18,5730,Laptop,4,71.24
786,2023-08-17,3143,Laptop,1,46.43
787,2024-06-11,2192,Laptop,0,17.31
788,2024-04-05,3688,Smartwatch,2,14.08
789,2024-02-06,4182,Smartwatch,1,39.76
790,2024-03-06,6002,Smartwatch,9,94.64
791,2024-04-07,1790,Headphones,0,94.09
792,2024-05-09,2661,Smartwatch,9,99.11
793,2024-03-15,6508,Laptop,9,77.57
794,2023-08-31,1620,Smartwatch,5,27.38
795,2024-03-05,5816,Smartwatch,4,44.74
796,2024-04-11,7905,Smartwatch,9,9.75
797,2024-04-27,8423,Tablet,9,83.47
798,2023-10-02,8862,Laptop,4,20.95
799,2024-02-05,9870,Smartphone,7,42.44
800,2024-05-27,4707,Laptop,9,89.01
801,2024-01-01,8733,Tablet,3,80.07
802,2023-12-22,3850,Tablet,4,56.89
803,2024-04-04,7239,Smartphone,3,57.39
804,2024-02-27,6918,Smartphone,4,93.47
805,2023-10-10,7900,Laptop,6,43.63
806,2023-09-14,4838,Laptop,4,66.94
807,2023-12-05,6945,Tablet,2,21.42
808,2023-10-15,7327,Smartphone,0,25.39
809,2023-08-08,1402,Laptop,3,76.06
810,2024-06-24,4372,Headphones,5,55.23
811,2023-10-08,1727,Headphones,3,87.37
812,2023-10-11,3912,Smartwatch,6,93.13
813,2024-07-05,2615,Tablet,5,88.72
814,2024-06-21,1079,Laptop,2,46.52
815,2023-10-24,8488,Tablet,9,7.52
816,2023-09-25,8250,Laptop,0,90.19
817,2023-09-01,3541,Headphones,0,95.34
818,2024-01-01,9842,Smartwatch,0,40.03
819,2024-02-11,4833,Smartphone,7,73.94
820,2023-09-21,2778,Laptop,8,43.84
821,2023-09-12,7164,Laptop,4,93.14
822,2024-01-06,1984,Headphones,8,59.11
823,2023-12-31,5146,Smartphone,3,17.66
824,2023-10-20,5118,Smartphone,2,5.46
825,2024-01-05,3328,Tablet,3,89.17
826,2024-06-27,4782,Smartwatch,6,71.03
827,2023-08-03,9884,Laptop,7,73.67
828,2023-09-10,3781,Smartphone,5,98.74
829,2023-11-07,6767,Headphones,6,61.85
830,2024-02-18,8568,Smartwatch,0,60.2
831,2023-10-09,2183,Headphones,5,61.02
832,2023-11-02,4817,Smartwatch,2,45.67
833,2024-03-28,3244,Headphones,8,13.41
834,2024-06-25,3191,Tablet,3,48.87
835,2024-06-30,8009,Smartwatch,8,26.66
836,2023-10-14,3692,Tablet,9,79.46
837,2023-11-28,6150,Headphones,4,12.39
838,2023-12-23,1517,Laptop,7,88.0
839,2024-03-15,3209,Tablet,4,32.24
840,2023-07-17,9033,Smartwatch,1,2.12
841,2024-01-01,8947,Smartwatch,8,82.1
842,2023-09-24,1978,Smartphone,4,85.99
843,2024-01-13,9859,Tablet,0,45.68
844,2024-01-23,6334,Headphones,2,55.06
845,2024-06-24,6089,Headphones,8,87.74
846,2024-06-27,2533,Smartphone,0,51.98
847,2024-02-20,7403,Smartphone,8,3.05
848,2024-06-04,4474,Smartwatch,4,51.23
849,2024-05-16,4985,Headphones,6,86.88
850,2024-07-05,1218,Laptop,5,79.42
851,2023-12-11,2892,Tablet,2,20.4
852,2024-01-12,1850,Smartwatch,6,29.29
853,2024-03-02,6183,Headphones,7,15.88
854,2024-04-06,1094,Smartphone,7,78.71
855,2024-04-05,1275,Tablet,9,0.26
856,2023-12-27,1692,Smartphone,9,38.51
857,2023-12-26,4418,Laptop,2,95.6
858,2023-08-28,3093,Headphones,4,52.26
859,2023-09-20,1115,Headphones,2,23.99
860,2023-12-02,2554,Headphones,1,78.24
861,2023-11-21,4092,Headphones,0,26.7
862,2023-07-19,4479,Tablet,8,2.88
863,2024-05-06,7310,Smartwatch,1,79.22
864,2023-11-11,1711,Laptop,9,83.98
865,2024-01-07,6978,Tablet,3,9.32
866,2024-01-25,9927,Smartphone,9,11.89
867,2024-04-03,1675,Tablet,3,79.31
868,2023-11-20,2568,Smartwatch,5,55.73
869,2024-04-26,3926,Tablet,4,51.91
870,2023-10-18,7104,Tablet,5,18.88
871,2023-08-04,8577,Smartwatch,4,76.65
872,2023-11-25,7355,Tablet,7,48.01
873,2024-03-31,5749,Headphones,1,16.47
874,2024-01-08,1086,Laptop,8,28.17
875,2023-12-13,7475,Headphones,7,91.99
876,2023-10-26,8629,Tablet,6,20.3
877,2023-12-24,4190,Smartphone,7,29.08
878,2023-10-11,2437,Tablet,9,89.53
879,2023-08-13,2514,Laptop,2,99.63
880,2024-03-05,8827,Tablet,2,83.64
881,2023-09-14,2541,Headphones,3,6.66
882,2024-03-02,1551,Smartwatch,2,84.59
883,2024-02-25,9522,Tablet,5,17.21
884,2024-05-26,3934,Headphones,9,29.19
885,2023-09-11,5124,Smartwatch,1,75.16
886,2023-12-24,9809,Smartphone,0,98.49
887,2024-01-28,2948,Tablet,7,81.37
888,2024-06-08,1449,Laptop,3,47.94
889,2023-08-08,4281,Smartwatch,5,20.25
890,2024-06-27,2495,Laptop,3,22.98
891,2023-12-29,7017,Laptop,0,90.75
892,2024-01-23,2053,Smartwatch,6,60.0
893,2023-08-03,6720,Tablet,1,42.19
894,2024-01-03,3349,Tablet,7,55.67
895,2024-05-15,9810,Tablet,7,34.6
896,2024-05-14,9736,Headphones,0,16.13
897,2023-08-18,2948,Tablet,8,96.94
898,2024-04-23,5197,Tablet,3,65.69
899,2024-05-14,5353,Smartwatch,5,85.35
900,2024-05-03,7922,Smartwatch,1,69.28
901,2024-02-19,7038,Laptop,3,69.02
902,2024-01-17,9960,Smartphone,5,81.6
903,2024-05-23,6652,Headphones,2,76.27
904,2023-12-08,9263,Smartwatch,9,12.08
905,2023-12-18,5682,Tablet,0,7.26
906,2023-10-27,8523,Smartphone,4,79.61
907,2024-04-12,9743,Smartwatch,6,79.02
908,2023-07-22,2253,Smartphone,4,63.49
909,2024-01-13,5937,Smartphone,0,10.21
910,2024-04-06,7759,Tablet,4,35.75
911,2023-07-31,7810,Smartwatch,0,35.9
912,2023-09-11,1913,Laptop,9,15.85
913,2023-08-24,7278,Smartwatch,5,72.59
914,2024-04-22,1290,Smartwatch,0,76.48
915,2024-01-31,1035,Smartwatch,5,22.95
916,2024-01-16,2663,Tablet,9,7.7
917,2024-07-01,7621,Smartphone,4,89.27
918,2024-03-01,1372,Smartphone,9,67.71
919,2023-12-08,3002,Smartphone,0,92.02
920,2023-10-31,9092,Laptop,2,25.67
921,2023-10-18,4491,Headphones,1,7.68
922,2023-10-13,6353,Smartwatch,3,83.49
923,2023-10-29,1982,Smartphone,5,78.29
924,2023-08-08,6587,Laptop,3,58.14
925,2023-12-01,2265,Headphones,3,3.69
926,2024-03-28,6256,Smartphone,2,97.22
927,2023-12-25,8185,Laptop,7,52.31
928,2024-05-24,4487,Headphones,8,58.22
929,2024-01-25,3039,Smartwatch,7,0.72
930,2024-04-17,6581,Headphones,2,81.3
931,2023-11-17,7624,Laptop,0,91.51
932,2023-07-25,5023,Headphones,2,65.28
933,2024-01-15,5627,Smartwatch,8,70.67
934,2023-09-24,8258,Smartwatch,8,37.16
935,2024-03-12,3803,Smartphone,8,33.89
936,2023-09-09,2781,Smartwatch,4,91.31
937,2024-02-01,9193,Smartwatch,8,80.25
938,2023-10-25,1142,Tablet,0,86.41
939,2024-01-29,6299,Laptop,7,23.62
940,2024-01-11,4122,Laptop,6,71.53
941,2024-05-25,1262,Tablet,7,17.12
942,2024-06-13,9450,Headphones,5,47.26
943,2024-05-31,8449,Tablet,3,21.71
944,2024-06-07,3061,Laptop,0,84.74
945,2023-07-21,3467,Laptop,2,23.88
946,2024-04-07,3422,Laptop,7,46.11
947,2024-06-22,5862,Laptop,0,85.82
948,2024-03-10,6500,Headphones,7,65.13
949,2023-09-07,3217,Laptop,3,44.63
950,2023-11-02,3227,Tablet,1,33.46
951,2023-10-18,6916,Smartphone,3,40.32
952,2023-07-26,9508,Headphones,7,35.24
953,2024-06-27,1827,Headphones,2,84.75
954,2023-11-19,2282,Laptop,2,95.29
955,2024-04-16,5930,Smartphone,7,90.65
956,2023-07-28,4713,Smartwatch,6,55.69
957,2023-10-11,1617,Smartphone,8,9.57
958,2023-12-08,7718,Smartphone,8,51.25
959,2024-03-02,5513,Tablet,8,57.4
960,2023-08-15,5807,Laptop,4,33.79
961,2024-07-12,8770,Headphones,4,61.62
962,2024-03-20,2899,Smartwatch,9,20.97
963,2024-04-22,9922,Laptop,5,47.44
964,2024-04-19,1494,Smartwatch,7,98.28
965,2024-05-09,2672,Tablet,2,33.91
966,2024-06-27,7263,Smartwatch,3,71.62
967,2023-11-16,6531,Smartphone,5,80.84
968,2023-09-30,8324,Headphones,8,84.77
969,2024-05-31,6082,Smartphone,2,25.43
970,2023-08-02,9270,Tablet,0,12.66
971,2023-09-06,1343,Headphones,7,12.52
972,2024-06-05,4490,Headphones,9,36.29
973,2023-12-30,3916,Headphones,6,51.97
974,2023-09-04,3618,Headphones,1,6.9
975,2024-06-25,6894,Laptop,3,5.3
976,2023-10-14,5262,Smartwatch,9,12.48
977,2024-02-29,6686,Smartwatch,5,88.03
978,2023-11-21,7701,Headphones,9,12.18
979,2024-02-24,6220,Laptop,8,70.94
980,2023-12-08,9356,Smartphone,0,90.12
981,2023-12-27,7781,Smartwatch,5,35.64
982,2023-08-26,5485,Smartwatch,8,29.87
983,2024-05-20,8157,Smartwatch,0,81.37
984,2023-09-03,6778,Smartphone,8,79.74
985,2024-03-22,1129,Smartphone,6,17.12
986,2024-02-07,2203,Laptop,8,7.9
987,2023-08-04,3364,Laptop,8,96.02
988,2023-09-25,4412,Tablet,2,51.2
989,2023-12-31,7638,Tablet,1,28.55
990,2024-07-09,5387,Smartwatch,7,29.87
991,2024-03-30,3286,Smartphone,0,42.1
992,2024-02-13,1887,Smartwatch,9,44.27
993,2023-07-31,8569,Smartphone,2,60.4
994,2023-08-09,6012,Smartwatch,0,6.59
995,2024-04-06,2963,Laptop,1,82.37
996,2023-10-10,5621,Laptop,9,62.95
997,2024-05-21,7915,Laptop,9,66.28
998,2023-07-20,6587,Smartphone,9,5.82
999,2023-08-01,2278,Tablet,9,65.35
